index,probability,posterior,mutant,salt,hmgb1,n_muts
63,0.3165865829145729,0.0030536084535095977,12CodC6A,Mg,80,1.0
64,0.32161160804020106,0.003344718835392322,12CodC6A,Mg,80,1.0
65,0.3266366331658292,0.0036528434813262994,12CodC6A,Mg,80,1.0
66,0.33166165829145733,0.003977927449472875,12CodC6A,Mg,80,1.0
67,0.33668668341708546,0.004319809850674149,12CodC6A,Mg,80,1.0
68,0.3417117085427136,0.004678219161860242,12CodC6A,Mg,80,1.0
69,0.3467367336683418,0.005052769286246601,12CodC6A,Mg,80,1.0
70,0.3517617587939699,0.005442956427106714,12CodC6A,Mg,80,1.0
71,0.35678678391959806,0.005848156835431747,12CodC6A,Mg,80,1.0
72,0.3618118090452262,0.006267625484510286,12CodC6A,Mg,80,1.0
73,0.36683683417085433,0.006700495716449085,12CodC6A,Mg,80,1.0
74,0.37186185929648247,0.007145779896989082,12CodC6A,Mg,80,1.0
75,0.3768868844221106,0.007602371105733106,12CodC6A,Mg,80,1.0
76,0.38191190954773874,0.00806904587918888,12CodC6A,Mg,80,1.0
77,0.3869369346733669,0.008544468013939828,12CodC6A,Mg,80,1.0
78,0.39196195979899506,0.009027193426892781,12CodC6A,Mg,80,1.0
79,0.3969869849246232,0.009515676059022064,12CodC6A,Mg,80,1.0
80,0.40201201005025133,0.010008274798445413,12CodC6A,Mg,80,1.0
81,0.40703703517587947,0.01050326138813986,12CodC6A,Mg,80,1.0
82,0.4120620603015076,0.010998829273248738,12CodC6A,Mg,80,1.0
83,0.41708708542713574,0.011493103332853359,12CodC6A,Mg,80,1.0
84,0.4221121105527639,0.011984150431396633,12CodC6A,Mg,80,1.0
85,0.427137135678392,0.012469990715756283,12CodC6A,Mg,80,1.0
86,0.43216216080402015,0.012948609575372529,12CodC6A,Mg,80,1.0
87,0.43718718592964834,0.013417970174939366,12CodC6A,Mg,80,1.0
88,0.44221221105527647,0.013876026462054939,12CodC6A,Mg,80,1.0
89,0.4472372361809046,0.014320736545983067,12CodC6A,Mg,80,1.0
90,0.45226226130653274,0.014750076338375046,12CodC6A,Mg,80,1.0
91,0.4572872864321609,0.015162053342505019,12CodC6A,Mg,80,1.0
92,0.462312311557789,0.015554720474339652,12CodC6A,Mg,80,1.0
93,0.46733733668341715,0.015926189796638957,12CodC6A,Mg,80,1.0
94,0.4723623618090453,0.016274646046301054,12CodC6A,Mg,80,1.0
95,0.4773873869346734,0.01659835983534682,12CodC6A,Mg,80,1.0
96,0.48241241206030155,0.016895700407297036,12CodC6A,Mg,80,1.0
97,0.48743743718592975,0.017165147833228554,12CodC6A,Mg,80,1.0
98,0.4924624623115579,0.01740530453549049,12CodC6A,Mg,80,1.0
99,0.497487487437186,0.017614906031892107,12CodC6A,Mg,80,1.0
100,0.502512512562814,0.01779283079910948,12CodC6A,Mg,80,1.0
101,0.5075375376884422,0.01793810916104215,12CodC6A,Mg,80,1.0
102,0.5125625628140704,0.01804993111582854,12CodC6A,Mg,80,1.0
103,0.5175875879396985,0.01812765302413385,12CodC6A,Mg,80,1.0
104,0.5226126130653267,0.01817080309106743,12CodC6A,Mg,80,1.0
105,0.5276376381909548,0.01817908558458652,12CodC6A,Mg,80,1.0
106,0.532662663316583,0.01815238374439965,12CodC6A,Mg,80,1.0
107,0.537687688442211,0.01809076134708767,12CodC6A,Mg,80,1.0
108,0.5427127135678392,0.017994462905305247,12CodC6A,Mg,80,1.0
109,0.5477377386934673,0.01786391249138888,12CodC6A,Mg,80,1.0
110,0.5527627638190955,0.017699711188360785,12CodC6A,Mg,80,1.0
111,0.5577877889447237,0.01750263318404975,12CodC6A,Mg,80,1.0
112,0.5628128140703518,0.01727362053673024,12CodC6A,Mg,80,1.0
113,0.56783783919598,0.01701377665317223,12CodC6A,Mg,80,1.0
114,0.572862864321608,0.016724358532175663,12CodC6A,Mg,80,1.0
115,0.5778878894472362,0.01640676783840418,12CodC6A,Mg,80,1.0
116,0.5829129145728643,0.016062540882510867,12CodC6A,Mg,80,1.0
117,0.5879379396984925,0.015693337594045124,12CodC6A,Mg,80,1.0
118,0.5929629648241206,0.015300929583331405,12CodC6A,Mg,80,1.0
119,0.5979879899497488,0.014887187397309319,12CodC6A,Mg,80,1.0
120,0.603013015075377,0.014454067082126073,12CodC6A,Mg,80,1.0
121,0.608038040201005,0.014003596171980734,12CodC6A,Mg,80,1.0
122,0.6130630653266332,0.013537859229264905,12CodC6A,Mg,80,1.0
123,0.6180880904522613,0.013058983065350353,12CodC6A,Mg,80,1.0
124,0.6231131155778895,0.01256912177439192,12CodC6A,Mg,80,1.0
125,0.6281381407035176,0.01207044171419747,12CodC6A,Mg,80,1.0
126,0.6331631658291458,0.011565106568539353,12CodC6A,Mg,80,1.0
127,0.6381881909547739,0.01105526262422704,12CodC6A,Mg,80,1.0
128,0.643213216080402,0.010543024393830466,12CodC6A,Mg,80,1.0
129,0.6482382412060302,0.01003046071115217,12CodC6A,Mg,80,1.0
130,0.6532632663316583,0.009519581421422127,12CodC6A,Mg,80,1.0
131,0.6582882914572865,0.009012324781779497,12CodC6A,Mg,80,1.0
132,0.6633133165829146,0.008510545679968536,12CodC6A,Mg,80,1.0
133,0.6683383417085428,0.008016004770383415,12CodC6A,Mg,80,1.0
134,0.6733633668341709,0.007530358616742717,12CodC6A,Mg,80,1.0
135,0.678388391959799,0.0070551509198505885,12CodC6A,Mg,80,1.0
136,0.6834134170854271,0.0065918048972310826,12CodC6A,Mg,80,1.0
137,0.6884384422110553,0.006141616869021793,12CodC6A,Mg,80,1.0
138,0.6934634673366835,0.005705751091521647,12CodC6A,Mg,80,1.0
139,0.6984884924623116,0.005285235866348719,12CodC6A,Mg,80,1.0
140,0.7035135175879398,0.004880960939426367,12CodC6A,Mg,80,1.0
141,0.7085385427135679,0.004493676190139856,12CodC6A,Mg,80,1.0
142,0.7135635678391961,0.004123991597148973,12CodC6A,Mg,80,1.0
143,0.7185885929648241,0.0037723784536713677,12CodC6A,Mg,80,1.0
144,0.7236136180904523,0.003439171791728019,12CodC6A,Mg,80,1.0
145,0.7286386432160804,0.0031245739620307284,12CodC6A,Mg,80,1.0
146,0.7336636683417086,0.0028286593040499908,12CodC6A,Mg,80,1.0
147,0.7386886934673368,0.0025513798294838326,12CodC6A,Mg,80,1.0
148,0.7437137185929649,0.0022925718319999266,12CodC6A,Mg,80,1.0
149,0.7487387437185931,0.0020519633268816354,12CodC6A,Mg,80,1.0
150,0.7537637688442211,0.0018291822161968939,12CodC6A,Mg,80,1.0
151,0.7587887939698493,0.0016237650684393246,12CodC6A,Mg,80,1.0
152,0.7638138190954774,0.001435166396358839,12CodC6A,Mg,80,1.0
153,0.7688388442211056,0.0012627683129818458,12CodC6A,Mg,80,1.0
154,0.7738638693467337,0.0011058904436799636,12CodC6A,Mg,80,1.0
155,0.7788888944723619,0.0009637999716185795,12CodC6A,Mg,80,1.0
156,0.7839139195979901,0.0008357216950214113,12CodC6A,Mg,80,1.0
157,0.7889389447236181,0.0007208479774190282,12CodC6A,Mg,80,1.0
158,0.7939639698492463,0.0006183484763800887,12CodC6A,Mg,80,1.0
159,0.7989889949748744,0.0005273795421021888,12CodC6A,Mg,80,1.0
160,0.8040140201005026,0.0004470931845882127,12CodC6A,Mg,80,1.0
161,0.8090390452261307,0.00037664551685544955,12CodC6A,Mg,80,1.0
162,0.8140640703517589,0.00031520459159460374,12CodC6A,Mg,80,1.0
163,0.819089095477387,0.0002619575597700089,12CodC6A,Mg,80,1.0
164,0.8241141206030151,0.00021611709166434407,12CodC6A,Mg,80,1.0
165,0.8291391457286433,0.00017692701363584143,12CodC6A,Mg,80,1.0
166,0.8341641708542714,0.0001436671271707284,12CodC6A,Mg,80,1.0
167,0.8391891959798996,0.00011565719046154205,12CodC6A,Mg,80,1.0
168,0.8442142211055277,9.226005649409362e-05,12CodC6A,Mg,80,1.0
169,0.8492392462311559,7.288397524526443e-05,12CodC6A,Mg,80,1.0
170,0.854264271356784,5.6984080838966396e-05,12CodC6A,Mg,80,1.0
171,0.8592892964824121,4.406309713646597e-05,12CodC6A,Mg,80,1.0
172,0.8643143216080402,3.3671307012137985e-05,12CodC6A,Mg,80,1.0
173,0.8693393467336684,2.5405841257487003e-05,12CodC6A,Mg,80,1.0
174,0.8743643718592966,1.8909352449956432e-05,12CodC6A,Mg,80,1.0
175,0.8793893969849247,1.3868147022599192e-05,12CodC6A,Mg,80,1.0
176,0.8844144221105529,1.0009855004513785e-05,12CodC6A,Mg,80,1.0
177,0.889439447236181,7.10072132815794e-06,12CodC6A,Mg,80,1.0
178,0.8944644723618091,4.942605111267588e-06,12CodC6A,Mg,80,1.0
179,0.8994894974874372,3.3697738511020285e-06,12CodC6A,Mg,80,1.0
180,0.9045145226130654,2.2455779946431383e-06,12CodC6A,Mg,80,1.0
181,0.9095395477386935,1.459087896456094e-06,12CodC6A,Mg,80,1.0
182,0.9145645728643217,9.217698245519516e-07,12CodC6A,Mg,80,1.0
183,0.9195895979899499,5.642705568260024e-07,12CodC6A,Mg,80,1.0
184,0.924614623115578,3.333714155696095e-07,12CodC6A,Mg,80,1.0
185,0.9296396482412062,1.8916256032121748e-07,12CodC6A,Mg,80,1.0
186,0.9346646733668342,1.0247729948132393e-07,12CodC6A,Mg,80,1.0
187,0.9396896984924624,5.2614438983911226e-08,12CodC6A,Mg,80,1.0
188,0.9447147236180905,2.536465702332595e-08,12CodC6A,Mg,80,1.0
189,0.9497397487437187,1.1345008685208632e-08,12CodC6A,Mg,80,1.0
190,0.9547647738693468,4.6343790576145544e-09,12CodC6A,Mg,80,1.0
191,0.959789798994975,1.6924828757484184e-09,12CodC6A,Mg,80,1.0
192,0.964814824120603,5.363076622606746e-10,12CodC6A,Mg,80,1.0
193,0.9698398492462312,1.4113626078249355e-10,12CodC6A,Mg,80,1.0
194,0.9748648743718594,2.8821100219686303e-11,12CodC6A,Mg,80,1.0
195,0.9798898994974875,4.076033726153319e-12,12CodC6A,Mg,80,1.0
196,0.9849149246231157,3.225903224419966e-13,12CodC6A,Mg,80,1.0
197,0.9899399497487438,8.855776517541041e-15,12CodC6A,Mg,80,1.0
198,0.994964974874372,1.8358174591937498e-17,12CodC6A,Mg,80,1.0
199,0.99999,9.283107058960266e-42,12CodC6A,Mg,80,1.0
0,1e-05,0.3509428394180121,12HeptA4T,Ca,80,1.0
1,0.005035025125628141,0.22870092828153923,12HeptA4T,Ca,80,1.0
2,0.010060050251256282,0.14871605700987722,12HeptA4T,Ca,80,1.0
3,0.015085075376884423,0.09649317716467373,12HeptA4T,Ca,80,1.0
4,0.020110100502512565,0.06247042045228088,12HeptA4T,Ca,80,1.0
5,0.025135125628140707,0.040353522348049745,12HeptA4T,Ca,80,1.0
6,0.030160150753768846,0.026008040494636814,12HeptA4T,Ca,80,1.0
7,0.03518517587939699,0.01672410129282787,12HeptA4T,Ca,80,1.0
8,0.040210201005025134,0.010729427974539565,12HeptA4T,Ca,80,1.0
9,0.045235226130653276,0.006867496677274193,12HeptA4T,Ca,80,1.0
10,0.05026025125628142,0.004385284535173092,12HeptA4T,Ca,80,1.0
11,0.05528527638190956,0.0027935964978595953,12HeptA4T,Ca,80,1.0
12,0.060310301507537696,0.0017753547046764425,12HeptA4T,Ca,80,1.0
13,0.06533532663316584,0.0011255141266830497,12HeptA4T,Ca,80,1.0
14,0.07036035175879397,0.0007117864904975777,12HeptA4T,Ca,80,1.0
15,0.07538537688442212,0.0004490243993714537,12HeptA4T,Ca,80,1.0
16,0.08041040201005026,0.0002825529159420971,12HeptA4T,Ca,80,1.0
17,0.0854354271356784,0.00017734843110017893,12HeptA4T,Ca,80,1.0
18,0.09046045226130654,0.00011103003227227777,12HeptA4T,Ca,80,1.0
19,0.09548547738693468,6.93308924720585e-05,12HeptA4T,Ca,80,1.0
20,0.10051050251256283,4.317911832888032e-05,12HeptA4T,Ca,80,1.0
21,0.10553552763819096,2.6820609243598747e-05,12HeptA4T,Ca,80,1.0
22,0.11056055276381911,1.661492614019006e-05,12HeptA4T,Ca,80,1.0
23,0.11558557788944725,1.0264785928729386e-05,12HeptA4T,Ca,80,1.0
24,0.12061060301507538,6.324259122414568e-06,12HeptA4T,Ca,80,1.0
25,0.12563562814070353,3.885653177517839e-06,12HeptA4T,Ca,80,1.0
26,0.1306606532663317,2.3806696558261744e-06,12HeptA4T,Ca,80,1.0
27,0.13568567839195983,1.4544567999496373e-06,12HeptA4T,Ca,80,1.0
28,0.14071070351758797,8.860428396771466e-07,12HeptA4T,Ca,80,1.0
29,0.1457357286432161,5.382030829430306e-07,12HeptA4T,Ca,80,1.0
30,0.15076075376884426,3.2595700081799185e-07,12HeptA4T,Ca,80,1.0
31,0.1557857788944724,1.9682576816894037e-07,12HeptA4T,Ca,80,1.0
32,0.16081080402010053,1.1849381286165233e-07,12HeptA4T,Ca,80,1.0
33,0.16583582914572867,7.11190194363239e-08,12HeptA4T,Ca,80,1.0
34,0.1708608542713568,4.255359118184693e-08,12HeptA4T,Ca,80,1.0
35,0.17588587939698497,2.538228741861628e-08,12HeptA4T,Ca,80,1.0
36,0.1809109045226131,1.509220848428726e-08,12HeptA4T,Ca,80,1.0
37,0.18593592964824124,8.945104936555916e-09,12HeptA4T,Ca,80,1.0
38,0.19096095477386937,5.284592241886326e-09,12HeptA4T,Ca,80,1.0
39,0.19598597989949754,3.111812332777672e-09,12HeptA4T,Ca,80,1.0
40,0.20101100502512567,1.8263050785399924e-09,12HeptA4T,Ca,80,1.0
41,0.2060360301507538,1.0682504264622604e-09,12HeptA4T,Ca,80,1.0
42,0.21106105527638194,6.227218435411615e-10,12HeptA4T,Ca,80,1.0
43,0.21608608040201008,3.617574675010094e-10,12HeptA4T,Ca,80,1.0
44,0.22111110552763824,2.0942283149849078e-10,12HeptA4T,Ca,80,1.0
45,0.22613613065326638,1.2080753734697553e-10,12HeptA4T,Ca,80,1.0
46,0.2311611557788945,6.943964590132737e-11,12HeptA4T,Ca,80,1.0
47,0.23618618090452265,3.976893969785632e-11,12HeptA4T,Ca,80,1.0
48,0.24121120603015078,2.2692521596595195e-11,12HeptA4T,Ca,80,1.0
49,0.24623623115577895,1.290037991977679e-11,12HeptA4T,Ca,80,1.0
50,0.25126125628140705,7.306032213481133e-12,12HeptA4T,Ca,80,1.0
51,0.25628628140703524,4.121904330393768e-12,12HeptA4T,Ca,80,1.0
52,0.2613113065326634,2.3164819961694504e-12,12HeptA4T,Ca,80,1.0
53,0.2663363316582915,1.2967362156681046e-12,12HeptA4T,Ca,80,1.0
54,0.27136135678391965,7.230070939519582e-13,12HeptA4T,Ca,80,1.0
55,0.2763863819095478,4.0149275695216427e-13,12HeptA4T,Ca,80,1.0
56,0.2814114070351759,2.2204072606531909e-13,12HeptA4T,Ca,80,1.0
57,0.28643643216080406,1.222875782791788e-13,12HeptA4T,Ca,80,1.0
58,0.2914614572864322,6.706583200333485e-14,12HeptA4T,Ca,80,1.0
59,0.2964864824120603,3.662380770925948e-14,12HeptA4T,Ca,80,1.0
60,0.3015115075376885,1.9913255178252782e-14,12HeptA4T,Ca,80,1.0
61,0.30653653266331665,1.0779792749335368e-14,12HeptA4T,Ca,80,1.0
62,0.3115615577889448,5.809518794628525e-15,12HeptA4T,Ca,80,1.0
63,0.3165865829145729,3.1167581728679304e-15,12HeptA4T,Ca,80,1.0
64,0.32161160804020106,1.6644479505023216e-15,12HeptA4T,Ca,80,1.0
65,0.3266366331658292,8.847321689547318e-16,12HeptA4T,Ca,80,1.0
66,0.33166165829145733,4.68055725028945e-16,12HeptA4T,Ca,80,1.0
67,0.33668668341708546,2.464316111232791e-16,12HeptA4T,Ca,80,1.0
68,0.3417117085427136,1.29114983151424e-16,12HeptA4T,Ca,80,1.0
69,0.3467367336683418,6.731405788778861e-17,12HeptA4T,Ca,80,1.0
70,0.3517617587939699,3.491809817987392e-17,12HeptA4T,Ca,80,1.0
71,0.35678678391959806,1.8020924839714318e-17,12HeptA4T,Ca,80,1.0
72,0.3618118090452262,9.252315967670868e-18,12HeptA4T,Ca,80,1.0
73,0.36683683417085433,4.725362169147414e-18,12HeptA4T,Ca,80,1.0
74,0.37186185929648247,2.4004603395581546e-18,12HeptA4T,Ca,80,1.0
75,0.3768868844221106,1.2128061972830417e-18,12HeptA4T,Ca,80,1.0
76,0.38191190954773874,6.093789631679993e-19,12HeptA4T,Ca,80,1.0
77,0.3869369346733669,3.044692854505155e-19,12HeptA4T,Ca,80,1.0
78,0.39196195979899506,1.5125834140492105e-19,12HeptA4T,Ca,80,1.0
79,0.3969869849246232,7.47091560378499e-20,12HeptA4T,Ca,80,1.0
80,0.40201201005025133,3.668299435870178e-20,12HeptA4T,Ca,80,1.0
81,0.40703703517587947,1.790395234453293e-20,12HeptA4T,Ca,80,1.0
82,0.4120620603015076,8.685240754454223e-21,12HeptA4T,Ca,80,1.0
83,0.41708708542713574,4.187146055237813e-21,12HeptA4T,Ca,80,1.0
84,0.4221121105527639,2.00590777967444e-21,12HeptA4T,Ca,80,1.0
85,0.427137135678392,9.548001965061503e-22,12HeptA4T,Ca,80,1.0
86,0.43216216080402015,4.515164056365952e-22,12HeptA4T,Ca,80,1.0
87,0.43718718592964834,2.1210141709663283e-22,12HeptA4T,Ca,80,1.0
88,0.44221221105527647,9.896252076517459e-23,12HeptA4T,Ca,80,1.0
89,0.4472372361809046,4.585659534836392e-23,12HeptA4T,Ca,80,1.0
90,0.45226226130653274,2.1099978875004457e-23,12HeptA4T,Ca,80,1.0
91,0.4572872864321609,9.639514306822799e-24,12HeptA4T,Ca,80,1.0
92,0.462312311557789,4.371831309949914e-24,12HeptA4T,Ca,80,1.0
93,0.46733733668341715,1.9681007063865384e-24,12HeptA4T,Ca,80,1.0
94,0.4723623618090453,8.793176507242912e-25,12HeptA4T,Ca,80,1.0
95,0.4773873869346734,3.8984856286175755e-25,12HeptA4T,Ca,80,1.0
96,0.48241241206030155,1.7148773132400452e-25,12HeptA4T,Ca,80,1.0
97,0.48743743718592975,7.483255043412799e-26,12HeptA4T,Ca,80,1.0
98,0.4924624623115579,3.238917227971757e-26,12HeptA4T,Ca,80,1.0
99,0.497487487437186,1.3902418294918708e-26,12HeptA4T,Ca,80,1.0
100,0.502512512562814,5.91683301084358e-27,12HeptA4T,Ca,80,1.0
101,0.5075375376884422,2.4964437058400323e-27,12HeptA4T,Ca,80,1.0
102,0.5125625628140704,1.0440240037332772e-27,12HeptA4T,Ca,80,1.0
103,0.5175875879396985,4.326889142511965e-28,12HeptA4T,Ca,80,1.0
104,0.5226126130653267,1.7767873950491065e-28,12HeptA4T,Ca,80,1.0
105,0.5276376381909548,7.227777874714069e-29,12HeptA4T,Ca,80,1.0
106,0.532662663316583,2.9120328617276116e-29,12HeptA4T,Ca,80,1.0
107,0.537687688442211,1.16176838726232e-29,12HeptA4T,Ca,80,1.0
108,0.5427127135678392,4.588612166182103e-30,12HeptA4T,Ca,80,1.0
109,0.5477377386934673,1.7938464971121693e-30,12HeptA4T,Ca,80,1.0
110,0.5527627638190955,6.93955641159154e-31,12HeptA4T,Ca,80,1.0
111,0.5577877889447237,2.6559363201852483e-31,12HeptA4T,Ca,80,1.0
112,0.5628128140703518,1.0053947034970513e-31,12HeptA4T,Ca,80,1.0
113,0.56783783919598,3.763381922569433e-32,12HeptA4T,Ca,80,1.0
114,0.572862864321608,1.392607320492291e-32,12HeptA4T,Ca,80,1.0
115,0.5778878894472362,5.0929521041731685e-33,12HeptA4T,Ca,80,1.0
116,0.5829129145728643,1.8402577914922043e-33,12HeptA4T,Ca,80,1.0
117,0.5879379396984925,6.5679382245860145e-34,12HeptA4T,Ca,80,1.0
118,0.5929629648241206,2.3146710048477535e-34,12HeptA4T,Ca,80,1.0
119,0.5979879899497488,8.052354710597852e-35,12HeptA4T,Ca,80,1.0
120,0.603013015075377,2.7643204488405034e-35,12HeptA4T,Ca,80,1.0
121,0.608038040201005,9.361356339731067e-36,12HeptA4T,Ca,80,1.0
122,0.6130630653266332,3.1262335471010964e-36,12HeptA4T,Ca,80,1.0
123,0.6180880904522613,1.0291476255474675e-36,12HeptA4T,Ca,80,1.0
124,0.6231131155778895,3.338432568986588e-37,12HeptA4T,Ca,80,1.0
125,0.6281381407035176,1.0667057436683563e-37,12HeptA4T,Ca,80,1.0
126,0.6331631658291458,3.355870283236382e-38,12HeptA4T,Ca,80,1.0
127,0.6381881909547739,1.0390542624919076e-38,12HeptA4T,Ca,80,1.0
128,0.643213216080402,3.16482749491982e-39,12HeptA4T,Ca,80,1.0
129,0.6482382412060302,9.478477506024053e-40,12HeptA4T,Ca,80,1.0
130,0.6532632663316583,2.7899286993327016e-40,12HeptA4T,Ca,80,1.0
131,0.6582882914572865,8.066657695020144e-41,12HeptA4T,Ca,80,1.0
132,0.6633133165829146,2.2898677552122123e-41,12HeptA4T,Ca,80,1.0
133,0.6683383417085428,6.378275963187534e-42,12HeptA4T,Ca,80,1.0
134,0.6733633668341709,1.7422931241396677e-42,12HeptA4T,Ca,80,1.0
135,0.678388391959799,4.66445980919017e-43,12HeptA4T,Ca,80,1.0
136,0.6834134170854271,1.223118371920814e-43,12HeptA4T,Ca,80,1.0
137,0.6884384422110553,3.1393099775157014e-44,12HeptA4T,Ca,80,1.0
138,0.6934634673366835,7.88126612512946e-45,12HeptA4T,Ca,80,1.0
139,0.6984884924623116,1.9339104948255892e-45,12HeptA4T,Ca,80,1.0
140,0.7035135175879398,4.6347021416018255e-46,12HeptA4T,Ca,80,1.0
141,0.7085385427135679,1.0839313036667345e-46,12HeptA4T,Ca,80,1.0
142,0.7135635678391961,2.47176545466494e-47,12HeptA4T,Ca,80,1.0
143,0.7185885929648241,5.490979664619678e-48,12HeptA4T,Ca,80,1.0
144,0.7236136180904523,1.1871893647413904e-48,12HeptA4T,Ca,80,1.0
145,0.7286386432160804,2.4956616719908005e-49,12HeptA4T,Ca,80,1.0
146,0.7336636683417086,5.095545777788342e-50,12HeptA4T,Ca,80,1.0
147,0.7386886934673368,1.009375257748581e-50,12HeptA4T,Ca,80,1.0
148,0.7437137185929649,1.9375865627312175e-51,12HeptA4T,Ca,80,1.0
149,0.7487387437185931,3.599774712528388e-52,12HeptA4T,Ca,80,1.0
150,0.7537637688442211,6.464303510399798e-53,12HeptA4T,Ca,80,1.0
151,0.7587887939698493,1.120447072852316e-53,12HeptA4T,Ca,80,1.0
152,0.7638138190954774,1.8717017901304825e-54,12HeptA4T,Ca,80,1.0
153,0.7688388442211056,3.0086273666850594e-55,12HeptA4T,Ca,80,1.0
154,0.7738638693467337,4.645707548052073e-56,12HeptA4T,Ca,80,1.0
155,0.7788888944723619,6.878643439941733e-57,12HeptA4T,Ca,80,1.0
156,0.7839139195979901,9.747266652934375e-58,12HeptA4T,Ca,80,1.0
157,0.7889389447236181,1.319150910575245e-58,12HeptA4T,Ca,80,1.0
